geonameid,name,asciiname,alternatenames,latitude,longitude
1797318,Qujing,Qujing,"Ch'u-ching,Ch'u-ching-hsien,Chiu-ch'u-ching,Chiu-ch’ü-ching,Ch’ü-ching,Ch’ü-ching-hsien,Ku-tsing-fu,Kutsing,Kutsinghsien,Kü-tsing-fu,Kütsing,Nan-ning,Qujing,qu jing shi,???",25.48333,103.78333
1797353,Quanzhou,Quanzhou,"Ch'uan-chou,Ch'uan-chou-shih,Chin-chiang,Chin-chiang-hsien,Chinchew,Chuanchowfu,Chüanchowfu,Ch’üan-chou,Ch’üan-chou-shih,Cjuan'chzhou,Quanzhou,Tsin-chiang,Tsingkianghsien,Tsinkiang,Zaitun,Zayton,quan zhou,?????????,??",24.91389,118.58583
1797551,Qinzhou,Qinzhou,"Ch'in,Ch'in-chou,Ch'in-chou-chen,Ch'in-chou-chuang-tsu-tzu-chih-hsien,Ch'in-hsien,Chinchow,Ch’in,Ch’in-chou,Ch’in-chou-chen,Ch’in-chou-chuang-tsu-tzu-chih-hsien,Ch’in-hsien,Qinzhou,Yamchow,Yamhsien,qin zhou shi,???",21.95,108.61667
1797595,Qinhuangdao,Qinhuangdao,"Ch'in-huang-tao,Ch'in-huang-tao-shih,Chinwangtao,Ch’in-huang-tao,Ch’in-huang-tao-shih,Cin'khuandao,Qinhuangdao,SHP,qin huang dao shi,???????????,?????????? ??????,????,????",39.93167,119.58833
1797873,Huaiyin,Huaiyin,"Ch'ing-chiang,Ch'ing-chiang-p'u,Ch'ing-chiang-shih,Ch’ing-chiang,Ch’ing-chiang-p’u,Ch’ing-chiang-shih,Huai-yin,Huai-yin-ch'eng,Huai-yin-ch’eng,Huai-yin-hsien,Huai-yin-shih,Huaiyin,Hwaiyin,Hwaiyin-hsien,Qingjiang,Tsingkiangpo,Tsinkiangpu",33.58861,119.01917
1797929,Qingdao,Qingdao,"Cching-tao,Ch'ing-tao,Ch'ing-tao-shih,Ch’ing-tao,Ch’ing-tao-shih,Cindao,Cingdao,Qingdao,Qingdao Shi,TAO,Thanh ??o,Tsingtao,Tsingtau,chingdao,chyngdayw,qing dao,qing dao shi,?ching-tao,?ingdao,??????,?????? ??????,????????,??,???,??,???",36.09861,120.37194
1797945,Qingyuan,Qingyuan,"Ch'ing-yuan,Ch'ing-yuan-hsien,Ch’ing-yüan,Ch’ing-yüan-hsien,Qingcheng,Qingyuan,Tsingyuan,Tsingyun,Tsingyunhsien,Tsingyüan,Tsingyün,Tsingyünhsien,qing yuan,??",23.7,113.03333
1798422,Puyang,Puyang,"K'ai-chou,Kaichow,K’ai-chou,P'u-yang-hsien,Puyan',Puyang,Puyan’,P’u-yang-hsien",35.70278,115.00528
1798425,Puyang,Puyang,"P'u-chiang,P'u-chiang-hsien-ch'eng,P'u-yang-chen,Pujiang,Pukiang,Pukianghsien,Puyang,P’u-chiang,P’u-chiang-hsien-ch’eng,P’u-yang-chen",29.46028,119.88611
1798449,Putian,Putian,"Hinghwa,Hinghwafu,Hsing-hua,P'u-t'ien,P'u-t'ien-hsien,P'u-t'ien-hsien-ch'eng,Putian,Putjan',P’u-t’ien,P’u-t’ien-hsien,P’u-t’ien-hsien-ch’eng,pu tian,??????,??",25.43944,119.01028
1798473,Puqi,Puqi,"P'u-ch'i,P'u-ch'i-hsien,Puchihhsien,Puqi,P’u-ch’i,P’u-ch’i-hsien",29.71667,113.88333
1798490,Pulandian,Pulandian,"Adams,Hou-lung-fang,Hsin-chin,Huranten,P'u-lan-tien,P'u-lan-tien-chen,Po-lan-te,Pulandian,P’u-lan-tien,P’u-lan-tien-chen,Xinjin",39.39528,121.96694
1798654,Pingxiang,Pingxiang,"Dingsiang,P'ing-hsiang,P'ing-hsiang-chen,P'ing-hsiang-hsien,P'ing-hsiang-hsien-ch'eng,P'ing-hsiang-shih,Pingsiang,Pingsiang-hsien,Pingxiang,P’ing-hsiang,P’ing-hsiang-chen,P’ing-hsiang-hsien,P’ing-hsiang-hsien-ch’eng,P’ing-hsiang-shih",27.61667,113.85
1798713,Pingshan,Pingshan,"Hui-tung,Huidong,Ping-shan-hsu,Ping-shan-hsü,Pingshan,ping shan,??",22.99376,114.71311
1798760,Pingliang,Pingliang,"P'ing-liang-hsien,P'ing-liang-shih,Pingliang,Pinljan,Pinlyan,P’ing-liang-hsien,P’ing-liang-shih,??????",35.53917,106.68611
1798827,Pingdingshan,Pingdingshan,"Chu-ko-chen,Chu-ko-miao,P'ing-ting-shan,P'ing-ting-shan-shih,Pindinshan',Pindinshan’,Pingdingshan,P’ing-ting-shan,P’ing-ting-shan-shih,ping ding shan,??????????,???",33.73847,113.30119
1798998,Dadukou,Dadukou,"Dadukou,Dukou,Pan'chzhikhua,Panzhihua,Ta-tu-k'ou,Ta-tu-k’ou,Tu-k'ou,Tu-k'ou-shih,Tu-k’ou,Tu-k’ou-shih,da du kou,??????????,???",26.5479,101.70539
1799397,Ningbo,Ningbo,"Chiang-pei-an,NGB,Ninbo,Ning-hsien,Ning-po,Ning-po-shih,Ningbo,Ningbo Shi,Yin-hsien,ning bo,ning bo shi,ningbo,?????,????? ??????,??,???,??,??",29.87819,121.54945
1799491,Neijiang,Neijiang,"Nei-chiang,Nei-chiang-hsien,Nei-chiang-shih,Neijiang,Neikiang,Neikianghsien,nei jiang,nei jiang shi,??,???",29.58354,105.06216
1799629,Nanyang,Nanyang,"NNY,Nan'jan,Nan-yang-shih,Nanyang,nan yang shi,??????,???",32.99472,112.53278
1799722,Nantong,Nantong,"NTG,Nan'tun,Nan-t'ung,Nan-t'ung-hsien,Nan-t'ung-shih,Nan-t’ung,Nan-t’ung-hsien,Nan-t’ung-shih,Nantong,T'ung-chou,Tungchow,T’ung-chou,nan tong,nan tong shi,???????,?????? ??????,??,???",32.03028,120.87472
1799846,Nanping,Nanping,"Nan'pin,Nan-p'ing-hsien,Nan-p'ing-hsien-ch'eng,Nan-p'ing-shih,Nan-p’ing-hsien,Nan-p’ing-hsien-ch’eng,Nan-p’ing-shih,Nanping,Yenping,Yenping-fu,nan ping,???????,??",26.645,118.17361
1799869,Nanning,Nanning,"NNG,Nam Ninh,Nan'nin,Nan-ning-shih,Nanning,Nanning Shi,Yung-ning,Yung-ning-hsien,nan ning,nan ning shi,???????,?????? ??????,??,???,??",22.81667,108.31667
1799962,Nanjing,Nanjing,"Nan'czin,Nan-ching,Nan-ching-shih,Nanjing,Nankin,Nanking,nan jing,??????,????????,??",32.06167,118.77778
1800146,Nanchong,Nanchong,"NAO,Nan'chun,Nan-ch'ung,Nan-ch'ung-hsien,Nan-ch'ung-shih,Nan-ch’ung,Nan-ch’ung-hsien,Nan-ch’ung-shih,Nanchong,Nan’chun,Shun'tsin,Shun-ch'ing,Shun-ch’ing,Shunking,Shun’tsin,nan chong,???????,??",30.79508,106.08474
1800163,Nanchang,Nanchang,"Nam Xuong,Nam X??ng,Nan'chan,Nan-ch'ang-hsien,Nan-ch'ang-shih,Nan-ch’ang-hsien,Nan-ch’ang-shih,Nanchang,Nanchang-fu,nan chang,nan chang shi,???????,?????? ??????,??,???",28.68333,115.88333
1800498,Mingshui,Mingshui,"Chang-ch'iu,Chang-ch’iu,Ming-shui-chen,Mingshui,Zhangqiu",36.71667,117.5
1800627,Mianyang,Mianyang,"Mianyang,Mien-chou,Mien-yang,Mien-yang-hsien,Mienchow,Mjan'jan,Myan'yan,Myan’yan,mian yang,??????,??",31.45934,104.75424
1800657,Mentougou,Mentougou,"Men-t'ou-kou,Men-t'ou-kou-ho-t'an,Men-t’ou-kou,Men-t’ou-kou-ho-t’an,Mentougou",39.93917,116.09167
1800779,Meizhou,Meizhou,"Chia-ying,Kaying,Mehjchzhou,Mei,Mei-ch'eng-chen,Mei-ch’eng-chen,Mei-hsien,Meixian,Meizhou,mei zhou,???????,??",24.29769,116.10724
1800829,Wuchuan,Wuchuan,"Hai-lu,Mei-lu-shih,Mei-mao,Meilu,Muiluk,Wuchuan,wu chuan,??",21.45713,110.76591
1801401,Majie,Majie,"Ma-chieh,Majie,Majiezi",25.03333,102.63611
1801582,Macheng,Macheng,"Ma-ch'eng-hsien,Ma-ch’eng-hsien,Macheng",31.17833,115.03194
1801615,Maba,Maba,"Ch'u-chiang,Ch’ü-chiang,Ma-pa,Ma-pa-hsu,Ma-pa-hsü,Maba,Qujiang,ma ba,??",24.68412,113.59839
1801757,Luqiao,Luqiao,"Lu-ch'iao,Lu-ch'iao-chen,Lu-ch’iao,Lu-ch’iao-chen,Luqiao,Luqiaozhen,lu qiao,??",28.58084,121.37715
1801792,Luoyang,Luoyang,"Honan,Honanfu,LYA,Lac Duong,Lo-yand,Lo-yang,Lo-yang-hsien,Lo-yang-shih,Lojan,Luoyang,L?c D??ng,luo yang,luo yang shi,lwoyang,????,???,??,??",34.68361,112.45361
1801799,Luoyang,Luoyang,"Boluo,Fu-ch'eng,Fu-ch'eng-chen,Fu-ch’eng,Fu-ch’eng-chen,Hsien-ch'eng-chen,Hsien-ch’eng-chen,Lojan,Luoyang,Luoyang Zhen,Po-ch'eng-chen,Po-ch’eng-chen,Po-lo,Po-lo-hsien,Poklo,Poklohsien,luo yang,????,??",23.16244,114.27342
1801934,Luohe,Luohe,"Lo-he,Lo-ho,Lo-ho-chai,Lo-ho-shih,Luohe,T'a-ho,T'a-ho-chai,T’a-ho,T’a-ho-chai",33.57167,114.03528
1802204,Luancheng,Luancheng,"Luan'chen,Luan-ch'eng-ch'eng-kuan,Luan-ch'eng-hsien,Luan-ch’eng-ch’eng-kuan,Luan-ch’eng-hsien,Luancheng,Luan’chen,Lwanchenghsien",37.87917,114.65167
1802238,Loudi,Loudi,"Lou-ti,Lou-ti-chen,Lou-ti-shih,Loudi",27.73444,111.99444
1802875,Liuyang,Liuyang,"Liu-yang-hsien,Liujang,Liuyang,liu yang,??????,??",28.15,113.63333
1802940,Puning,Puning,"Liu-sha-chen,Liu-sha-hsu,Liu-sha-hsü,Liusha,P'u-ning-hsien,Puning,P’u-ning-hsien,pu ning,??",23.31072,116.16869
1803318,Linyi,Linyi,"I-chou,Ichow,Ichowfu,LYI,Lan-shan,Lin'i,Lin-i,Lin-i-hsien,Lin-i-shih,Linyi,Liuyihsien,Yichow,lin yi,lin yi shi,?????,??,???",35.06306,118.34278
1803331,Linxia,Linxia,"Ho-chou,Khechzhou,Lin'sja,Lin'sya,Lin-hsia,Lin-hsia-hsien,Lin-hsia-shih,Lin-hsin,Linsia,Linxia,Lin’sya,??????",35.60028,103.20639
1803334,Linxi,Linxi,"Lin-hsi,Lin-hsi-chuang,Linsi,Linxi",39.7,118.43333
1803352,Linshui,Linshui,,36.42472,114.20472
1803367,Linqing,Linqing,"Lin-ch'ing,Lin-ch'ing-hsien,Lin-ch'ing-shih,Lin-ch’ing,Lin-ch’ing-hsien,Lin-ch’ing-shih,Linqing,Lintsing,Lintsingchow",36.84556,115.71167
1803422,Linhai,Linhai,"Lin-hai-hsien,Linhai,T'ai-chou,Taichow,Taichowfu,Taizhou,T’ai-chou",28.85,121.11667
1803567,Linfen,Linfen,"Lin'fyn',Lin-fen-hsien,Linfen,Linfen Shi,Ping-yang,Ping-yang-fu,Saratsi,Yaodu Qu,lin fen,lin fen shi,ping yang,ping yang fu,yao dou qu,????????,??,???,???,??,???,??",36.08889,111.51889
1803791,Licheng,Licheng,"Licheng,Tseng-ch'eng,Tseng-ch'eng-hsien,Tseng-ch’eng,Tseng-ch’eng-hsien,Tsengching,Tsengshing,Zengcheng,ceng cheng,li cheng,??,??",23.29554,113.82836
1803834,Liaocheng,Liaocheng,"Liao-ch'eng-hsien,Liao-ch'eng-shih,Liao-ch’eng-hsien,Liao-ch’eng-shih,Liaocheng,Tung-ch'ang,Tung-ch’ang,Tungchangfu,liao cheng,liao cheng shi,??,???",36.44389,115.96472
1803886,Lianran,Lianran,"Anning,Anning Shi,Anning-chow,Lianran,Lianran Zhen,an ning,an ning shi,lian ran,lian ran zhen,??,???,??,???",24.92271,102.48496
1804120,Lianjiang,Lianjiang,"Lei-pei,Liancheng,Lianjiang,Lien-chiang,Lien-chiang-hsien,Limkong,Limkong-hsien,Lunkong,Shih-ch'eng,Shih-ch’eng,lian jiang,??",21.64673,110.28172
1804153,Leshan,Leshan,"Chia-ting,Kiating,Kiatingfu,Lehshan',Leshan,Lo-shan,Lo-shan-hsien,le shan,??????,??",29.56228,103.76386
1804169,Lengshuijiang,Lengshuijiang,"Leng-chiang,Leng-chiang-shih,Leng-shui-chen,Leng-shui-chiang,Leng-shui-chiang-shih,Lengshuijiang,leng shui jiang,leng shui jiang shi,???,????",27.68806,111.42944
1804208,Leiyang,Leiyang,"Lei-yang-hsien,Leiyang,lei yang,??",26.40238,112.85908
1804252,Lecheng,Lecheng,"Lechang,Lecheng,Lo-ch'ang,Lo-ch'ang-hsien,Lo-ch’ang,Lo-ch’ang-hsien,Loh Ch'ang,Loh Ch’ang,Lohchong-hsien,Lokcheon,Lokchong,le cheng,??",25.12383,113.32542
1804386,Laohekou,Laohekou,"Guanghua,Ho-k'ou-chen,Ho-k’ou-chen,Kuang-hua,Lao-ho-k'ou,Lao-ho-k’ou,Laohekou,Laohokow",32.38583,111.66778
1804430,Lanzhou,Lanzhou,"Kao-lan-hsien,Kaolan,Lan Chau,Lan Châu,Lan'chzhou,Lan-chou,Lan-chou-shih,Lanchow,Lanchowfu,Langouo,Lanzhou,Lanzhou Shi,Lan?o?o,lan zhou,lan zhou shi,????????,????? ??????,??,???,??,???",36.05639,103.79222
1804540,Langfang,Langfang,"An-tz'u,An-tz’u,Anci,Lanfan,Lang-fang-chen,Langfang,lang fang shi,??????,???",39.50972,116.69472
1804586,Laiyang,Laiyang,"Lai-yang-hsien,Lai-yank,Laiyang",36.97583,120.71361
1804591,Laiwu,Laiwu,"Chiu-lai-wu,Lai-wu-hsien,Laiwu,lai wu,lai wu shi,??,???",36.19278,117.65694
1804651,Kunming,Kunming,"Con Minh,Côn Minh,K'un-ming-hsien,K'un-ming-shih,KMG,Kchun-ming,Kun'min,Kunming,Kunming Shi,Kunmingas,K’un-ming-hsien,K’un-ming-shih,Yun-nan,Yunnanfu,Yün-nan,Yünnanfu,kun ming,kun ming shi,kunming,???????,??,???,??",25.03889,102.71833
1804850,Kaiyuan,Kaiyuan,"A-mi,Ami-hsien,Amichow,K'ai-yuan-hsien,Kaiyuan,Kajjuan',K’ai-yüan-hsien,kai yuan,???????,??",23.69767,103.30372
1804879,Kaifeng,Kaifeng,"K'ai-feng-hsien,K'ai-feng-shih,Kai Feng,Kai-feng Fu,Kai-fêng Fu,Kaifeng,Kajfehn,Kajfyn,Khai Phong,K’ai-feng-hsien,K’ai-feng-shih,kai feng,kai feng shi,kaipeong,khifng,??????,??????,??????,?????? ??????,????,???,??,???",34.79111,114.34833
1805179,Jiujiang,Jiujiang,"Chiu-chiang,Chiu-chiang-hsien,Chiu-chiang-shih,JIU,Jiujiang,Kiukiang,Kiukiang-hsien,Te-hua,jiu jiang,??",29.73333,115.98333
1805270,Jishou,Jishou,"Ch'ien-ch'eng,Chi-shou,Chi-shou-hsien,Ch’ien-ch’eng,Jishou,Kishow,So-li,ji shou,ji shou shi,??,???",28.31667,109.71667
1805298,Jinzhou,Jinzhou,"Chin,Chin-chou,Chin-chou-chen,Chin-chow,Chin-hsien,Czin'chzhou,Jinxian,Jinzhou,Kin,Kinchow,Kinhsien,Kinshu,Kinsyu,Tschintschou,?????????",39.1,121.71667
1805518,Jining,Jining,"Chi-ning,Chi-ning-hsien,Chi-ning-shih,Czinin,Jining,Tsi-ning-hsien,Tsining,ji ning shi,??????,???",35.405,116.58139
1805528,Jinhua,Jinhua,"Chin-hua,Chin-hua-hsien,Chin-hua-hsien-ch'eng,Chin-hua-hsien-ch’eng,Chin-hua-shih,Czin'khua,Jinhua,Kinhwa,Kinhwa-hsien,Kinhwafu,jin hua xian,????????,???",29.10778,119.65472
1805540,Jingzhou,Jingzhou,"Chiang-ling,Chiang-ling-hsien,Ching-chou,Chingchou-fu,Czinchzhou,Jiangling,Jingzhou,Kiangling,Kiangling-hsien,Kingchow,Kingchowfu,Kingling,jing zhou,jing zhou shi,????????,???,??",30.35028,112.19028
1805611,Jingmen,Jingmen,"Ching-men,Ching-men-hsien,Czinmehn',Jingmen,King monn,King mönn,King-men-chow,Kingmen,Kingmen-hsien,jing men shi,????????,?????? ??????,???",31.03361,112.20472
1805618,Jingling,Jingling,"Jingling,T'ien-men,T'ien-men-hsien,Tianmen,T’ien-men,T’ien-men-hsien",30.65,113.1
1805680,Jingdezhen,Jingdezhen,"Ching-te-chen,Ching-te-chen-shih,Czindehchzhehn',Fou-liang,Fou-liang-hsien,Fowliang,Fowliang-hsien,JDZ,Jingdezhen,Jingdezhen Shi,Kingtechen,Kingteh,Kingtehchen,Kingtehchin,jing de zhen,jing de zhen shi,???????????,???,???,????",29.2947,117.20789
1805733,Jinchang,Jinchang,"Baijiazui,Czin'chan,Jinchang,Jinchuan,Jinchuanzhen,Pai-chia-tsui,????????",38.49528,102.17389
1805741,Jincheng,Jincheng,"Chin-ch'eng,Chin-ch'eng-hsien,Chin-ch’eng,Chin-ch’eng-hsien,Jincheng,Jincheng Shi,Tse-chou,Tseh-chow-fu,Tsehchow,Tsincheng,Tsinchenghsien,jin cheng,jin cheng shi,??,???",35.50222,112.83278
1805753,Jinan,Jinan,"Chi-nan,Chi-nan-shih,Czinan',Dzinanas,Jinan,Jinan Shi,Li-ch'eng,Li-ch’eng,Te Nam,Tsi-nan-fu,Tsinah,Tsinan,T? Nam,ji nan,ji nan shi,jinan,???????,????? ??????,??,???,??,??",36.66833,116.99722
1805844,Jieshou,Jieshou,"Chieh-shou,Chieh-shou-chen,Chieh-shou-chi,Chieh-shou-shih,Chiehshow,Shou-t'ai,jie shou,jie shou shi,??,???",33.26338,115.36108
1805857,Jieshi,Jieshi,"Chieh-shih,Chieh-shih-ch'eng,Chieh-shih-ch’eng,Jieshi,Jieshi Zhen,Kitchioh,jie shi,??",22.81338,115.82574
1805935,Jiazi,Jiazi,"Chia-tzu,Jiazi,Jiazi Zhen,Kapchi,Kapohi,jia zi,??",22.87791,116.06705
1805953,Jiaxing,Jiaxing,"Chia-hsing,Chia-hsing-hsien,Chia-hsing-hsien-ch'eng,Chia-hsing-hsien-ch’eng,Chiahsing-Fu,Czjasin,Jiaxing,Ka-shing-fu,Kashing,Kashing-hsien,jia xing,jia xing shi,??????,?????? ??????,??,??,???",30.7522,120.75
1805987,Jiaozuo,Jiaozuo,"Chiao-tso,Chiao-tso-chen,Chiao-tso-kung-k'uang-ch'u,Chiao-tso-kung-k’uang-ch’ü,Chiao-tso-shih,Jiaozuo,Tsiaotso,Tszyaotszochzhen",35.23972,113.23306
1806096,Jiaozhou,Jiaozhou,"Chiao,Chiao-hsien,Jiaocheng,Jiaoxian,Jiaozhou,Kiaochow,Kiaohsien",36.28389,120.00333
1806299,Jiangmen,Jiangmen,"Chiang-men,Chiang-men-ch'eng,Chiang-men-ch’eng,Chiang-men-shih,Czjanmehn',Hsin-hui,Hsin-hui-hsien,Jiangmen,Kongmoon City,Kongmun,Pakhai,Sunwui,jiang men,jiang men shi,????????,??,???",22.58333,113.08333
1806408,Yangjiang,Yangjiang,"Chiang-ch'eng-chen,Chiang-ch’eng-chen,Janczjan,Jiangcheng,Liang-yang,Yang-chiang,Yang-chiang-hsien,Yangjiang,Yeungkong,Yeungkong-hsien,yang jiang,yang jiang shi,??????,??,???",21.85,111.96667
1806445,Ji’an,Ji'an,"Chi-an,Chi-an-shih,Czian',Ji'an,Ji'an Shi,Ji’an,Ji’an Shi,Kian,Kian-hsien,Kianfu,Luling,ji an,ji an shi,??????,??,???",27.11716,114.97927
1806466,Guangyuan,Guangyuan,"Guangyuan,Jialing,Kuan-yuan,Kuan-yüan,Kuang-yuan,Kuang-yuan-hsien,Kuang-yüan,Kuang-yüan-hsien,Kwangyuan,Kwangyuanhsien,Kwangyüan,Kwangyüanhsien,guang yuan,??",32.44202,105.823
1806535,Huzhou,Huzhou,"Hu-chou,Hu-chou-shih,Huchow,Huchowfu,Huhinghsien,Huzhou,Huzhou Shi,Wu-hsing,Wu-hsing-hsien,Wu-hsing-hsien-ch'eng,Wu-hsing-hsien-ch’eng,Wuhing,Wuxing,Wuxing Qu,hu zhou,hu zhou shi,wu xing,wu xing qu,??,???,??,???",30.8703,120.0933
1806696,Humen,Humen,"Fumunchai,Fumuntschai,Hu-men-chai,Hu-nien,Humen,Humen Zhen,Khumehn',hu men,??????,??",22.81898,113.67306
1806776,Huizhou,Huizhou,"Hui-chou,Hui-chou-ch'eng,Hui-chou-chen,Hui-chou-ch’eng,Hui-chou-shih,Hui-yang,Hui-yang-hsien,Huichou-fu,Huizhou,Khuehjchzhou,Kuei-shan,Waichow,Waichowfu,Waiyeung,Weichow,hui zhou,hui zhou shi,????????,??,???,??,???",23.08333,114.4
1806881,Huicheng,Huicheng,"Hui-ch'eng-chen,Hui-ch’eng-chen,Hui-lai-hsien,Huicheng,Huilai,Hweilai,Hweilai-hsien,hui cheng,??",23.03845,116.28988
1806882,Xinhui,Xinhui,"Chiu-hsin-hui,Hsin-hui,Hsin-hui Old City,Hsin-hui-chiu-ch'eng,Hsin-hui-chiu-ch’eng,Hsin-hui-hsien,Hsin-hui-ku-chih,Hui-ch'eng-chen,Hui-ch’eng-chen,Huicheng,Sanwui,Sun-hui,Sun-wei,Sunweihsien,Sunwui,Sunwui Old City,Xinhui,xin hui,??",22.456,113.0482
1807112,Huangzhou,Huangzhou,"Huang-chou,Huang-chou-chen,Huang-chou-fu,Huang-kang,Huang-kang-hsien,Huang-kang-ku-chih,Huanggang,Huangzhou,Hwangchow,Hwangchow-fu,Hwangkang,Hwangkang-hsien,Khuanchzhou,Wongkong,????????",30.45,114.8
1807143,Huangyan,Huangyan,"Huang-yen,Huang-yen-hsien,Huang-yen-hsien-ch'eng,Huang-yen-hsien-ch’eng,Huangyan,Hwang-yen-hsien,Hwangyen",28.64778,121.25944
1807234,Huangshi,Huangshi,"Huan-shi,Huan-shih,Huang-shih,Huang-shih-shih,Huangshi,Huangshi Shi,Hwangshih,Khuanshi,Shi hui yao,Shi-hu-yao,Shihhweiyao,Shihpao,Shikhoyya,huang shi,huang shi shi,??????,??,???",30.20417,115.07761
1807301,Dasha,Dasha,"Dasha,Huangpu,Whampoa,da sha,????,??",23.10998,113.44437
1807508,Huanggang,Huanggang,"Huang-kang,Huang-kang-ch'eng,Huang-kang-chen,Huang-kang-ch’eng,Huanggang,Huanggang Zhen,Jao-p'ing,Jao-p’ing,Khuangan,Ng kng,Raoping,Ung Kung,huang gang,???????,??",23.67704,116.99961
1807544,Daxing,Daxing,"Dasin,Daxing,Huang-ts'un,Huang-ts'un-chen,Huang-ts’un,Huang-ts’un-chen,Huangcun,Ta-hsing,Ta-hsing-hsien,?????",39.72139,116.32917
1807681,Huainan,Huainan,,32.62639,116.99694
1807689,Huaihua,Huaihua,"Huaihua,Khuajkhua,Yu-shu-wan-chen,Yushuwan,Yü-shu-wan-chen,???????",27.54944,109.95917
1807700,Huaibei,Huaibei,"Hsu-kou,Hsü-kou,Huai-pei,Huai-pei-shih,Huaibei,Khuajbehj,Sui-hsi-shih,huai bei,huai bei shi,???????,??,???",33.97444,116.79167
1808198,Heze,Heze,"Caozhou,He-tse,Heze,Ho-tse,Ho-tse-shih,Hotseh,Hotseh-hsien,Hê-tse,Ko-tse,Ko-tse-hsien,Ts'ao-chou,Ts'aochow,Tsaochowfu,Ts’ao-chou,Ts’aochow,he ze,he ze shi,??,???",35.24306,115.44111
1808316,Yiyang,Yiyang,"Heshan,I-yang,I-yang-ch'eng,I-yang-ch’eng,I-yang-hsien,I-yang-shih,I-yeng,Ijan,Yiyang,Yiyang-hsien,???",28.58917,112.32833
1808336,Hepo,Hepo,"Chieh-hsi,Hepo,Ho-p'o,Ho-p'o-hsu,Ho-p’o,Ho-p’o-hsü,Jiexi,Khehpo,he po,????,??",23.43077,115.82991
1808370,Hengyang,Hengyang,"HNY,Henchow,Heng-chou,Heng-nan,Heng-nan-hsien,Heng-yang-ch'eng,Heng-yang-ch’eng,Heng-yang-shih,Hengchow,Hengchowfu,Hengyang,Hengyang-hsien,Khehnujan,??????",26.88806,112.615
1808392,Hengshui,Hengshui,"Heng-shui-ch'eng-kuan,Heng-shui-ch’eng-kuan,Heng-shui-hsien,Hengshui,Khenshuy,heng shui shi,???",37.73222,115.70111
1808722,Hefei,Hefei,"Che-fej,HFE,Hefei,Hefejus,Hef?jus,Ho-fei,Ho-fei-hsien,Ho-fei-shih,Hop Phi,H?p Phì,Khehfehj,Lu-chou,Luchow,Luchowfu,Lunchow,he fei,he fei shi,khfy,?????,???,????? ?????,??,???",31.86389,117.28083
1808770,Hebi,Hebi,"Hao-pi,Hao-pi-chen,Hao-pi-chi,Hao-pi-shih,Hebi,Ho-pi,Ho-pi-shih,Hopitsi,he bi shi,???",35.89917,114.1925
1808857,Hanzhong,Hanzhong,"HZG,Han-chung,Han-chung-fu,Han-chung-shih,Hantai,Hantai Qu,Hanzhong,Hanzhong Shi,Khan'chzhun,Khan’chzhun,Nan'chzhen,Nan-cheng,Nan-cheng-hsien,Nan’chzhen,han tai,han tai qu,han zhong,han zhong shi,????????,??,???,??,???",33.07278,107.03028
1808926,Hangzhou,Hangzhou,"Hanchow-fu,Hang,Hang Chau,Hang-chou,Hang-chou-shih,Hang-hsien,Hangchow,Hangzhou,Hàng Châu,Khanchzhou,hang zhou,hang zhou shi,hangjeou,???????,????? ?????,??,???,???",30.29365,120.16142
1808931,Hangu,Hangu,"Han-ku,Han-ku-shih,Hangu,Khanga,?????",39.24889,117.78917
1808963,Handan,Handan,"HDG,Han-tan,Han-tan-hsien,Han-tan-shih,Handan,Khan'dan',????????",36.60056,114.46778
1809061,Jiaojiang,Jiaojiang,"Hai-men-chen,Haimen,Jiaojiang",28.68028,121.44278
1809062,Haimen,Haimen,"Hai-men-so,Haimen,Haimen Zhen,Haimun,Haimung,Hoimoon,hai men,??",23.19349,116.61422
1809077,Haikou,Haikou,"Haikou,Haikou Zhen,hai kou,hai kou zhen,??,???",24.77985,102.57548
1809078,Haikou,Haikou,"HAK,Ha k'uo-shih,Ha k’uo-shih,Hai Khau,Hai-k'ou-shih,Hai-k'ou-so-ch'eng,Hai-k’ou-shih,Hai-k’ou-so-ch’eng,Haik-how,Haikou,Haikou Shi,Haikow,Heihow,Hoi Hao,Hoihau,Hoihow,H?i Kh?u,Khajkou,hai kou,hai kou shi,??????,????? ?????,??,???",20.04583,110.34167
1809412,Guli,Guli,"Guli,Yongkang,Yung-k'ang,Yung-k'ang-hsien,Yung-k’ang,Yung-k’ang-hsien,????",28.88333,120.03333
1809461,Guiyang,Guiyang,"Guiyang,Guiyang Shi,Gujangas,Gujjan,KWE,Kuei-chu,Kuei-yang,Kuei-yang-shih,Kweichu,Kweiyang,Kweiyangfu,Quy Duong,Quý D??ng,gui yang,gui yang shi,?????,?????? ??????,??,??,???",26.58333,106.71667
1809498,Guilin,Guilin,"Guilin,Gujlin',Kuei-lin,Kuei-lin-shih,Kweilin,Kweilin-hsien,Lin-kuei,Lin-kuei-hsien,Lin-kwei,Ling-ch'uan,Ling-ch’uan,Que Lam,Qu? Lâm,gui lin,gui lin shi,???????,??,???",25.28194,110.28639
